model,return
Balanced,14.345805
Balanced,16.833315
Balanced,16.68582
Balanced,16.296325
Balanced,16.21836
Balanced,15.534405
Balanced,14.76954
Balanced,15.21216
Balanced,15.61493
Balanced,16.692855
Balanced,16.254955
Balanced,15.783005
Balanced,15.792805
Balanced,16.824465
Balanced,16.27323
Balanced,18.109685
Balanced,19.454825
Balanced,19.01057
Balanced,18.56213
Balanced,17.959165
Balanced,17.560755
Balanced,16.71384
Balanced,15.40214
Balanced,16.114725
Balanced,15.987315
Balanced,16.140005
Balanced,16.09934
Balanced,16.56782
Balanced,17.44521
Balanced,18.25433
Balanced,17.41888
Balanced,17.271565
Balanced,18.061695
Balanced,18.225295
Balanced,18.493595
Balanced,18.44899
Balanced,19.572335
Balanced,18.94749
Balanced,18.86792
Balanced,19.326245
Balanced,20.193235
Balanced,20.057085
Balanced,21.37374
Balanced,21.46945
Balanced,22.120255
Balanced,21.60679
Balanced,20.797875
Balanced,20.83754
Balanced,20.421975
Balanced,19.361565
Balanced,18.95658
Balanced,18.67289
Balanced,18.610655
Balanced,18.210425
Balanced,18.03545
Balanced,18.14765
Balanced,19.080755
Balanced,19.531165
Balanced,19.76826
Balanced,20.80623
Balanced,21.458675
Balanced,21.164155
Balanced,22.491895
Balanced,22.23846
Balanced,22.146195
Balanced,21.97595
Balanced,22.171665
Balanced,21.29209
Balanced,22.1677
Balanced,21.359165
Balanced,20.795765
Balanced,19.73734
Balanced,20.06448
Balanced,20.64723
Balanced,18.999655
Balanced,18.050545
Balanced,18.17431
Balanced,17.575705
Balanced,17.33118
Balanced,18.98755
Balanced,19.39556
Balanced,18.680565
Balanced,17.3247
Balanced,17.012335
Balanced,17.056485
Balanced,16.48752
Balanced,16.86868
Balanced,16.76657
Balanced,16.08894
Balanced,16.132025
Balanced,15.16107
Balanced,14.458405
Balanced,15.16904
Balanced,16.13984
Balanced,15.834075
Balanced,15.925425
Balanced,15.620165
Balanced,14.51361
Balanced,13.682295
Balanced,14.03045
Balanced,13.817655
Balanced,13.779095
Balanced,14.691015
Balanced,15.16667
Balanced,13.73084
Balanced,14.695195
Balanced,14.52528
Balanced,14.36672
Balanced,14.09781
Balanced,14.35939
Balanced,14.290965
Balanced,15.182135
Balanced,14.85603
Balanced,14.74217
Balanced,15.988835
Balanced,16.881635
Balanced,18.365905
Balanced,17.95728
Balanced,18.405955
Balanced,19.749125
Balanced,20.01106
Balanced,21.35105
Balanced,19.53995
Balanced,19.60085
Balanced,19.29735
Balanced,18.94815
Balanced,18.62745
Balanced,19.4252
Balanced,19.0864
Balanced,18.08085
Balanced,18.57125
Balanced,19.15045
Balanced,19.37765
Balanced,19.9497
Balanced,20.32865
Balanced,22.7181
Balanced,21.93035
Balanced,20.73615
Balanced,21.1644
Balanced,20.8796
Balanced,21.00965
Balanced,24.0685
Balanced,26.4163
Balanced,29.06835
Balanced,25.193
Balanced,25.11295
Balanced,25.4621
Balanced,25.5941
Balanced,25.81065
Balanced,26.2909
Balanced,26.1603
Balanced,26.3914
Balanced,26.85
Balanced,27.2271
Balanced,26.61525
Balanced,26.02725
Balanced,26.562
Balanced,28.08945
Balanced,26.08165
Balanced,26.0414
Balanced,23.9983
Balanced,22.3803
Balanced,23.7011
Balanced,26.12155
Balanced,25.1524
Balanced,24.82245
Balanced,25.02075
Balanced,25.30875
Balanced,25.04145
Balanced,24.39995
Balanced,23.1004
Balanced,23.13245
Balanced,22.14525
Balanced,22.66965
Balanced,23.28465
Balanced,22.44305
Balanced,22.9176
Balanced,23.20915
Balanced,22.02515
Balanced,21.87065
Balanced,21.5676
Balanced,20.9544
Balanced,20.9784
Balanced,22.59915
Balanced,22.40385
Balanced,22.2729
Balanced,23.034
Balanced,23.70985
Balanced,23.26495
Balanced,23.28375
Balanced,23.4099
Balanced,23.2045
Balanced,22.3474
Balanced,21.98965
Balanced,22.05245
Balanced,22.69295
Balanced,22.025
Balanced,21.31075
Balanced,21.1629
Balanced,21.95
Balanced,21.62365
Balanced,21.472
Balanced,22.62445
Balanced,22.5933
Balanced,22.2539
Balanced,22.92975
Balanced,22.78845
Balanced,22.9236
Balanced,21.9654
Balanced,21.51325
Balanced,21.537
Balanced,20.7877
Balanced,21.12755
Balanced,21.60645
Balanced,21.3218
Balanced,21.75425
Balanced,21.10725
Defensive,9.094662
Defensive,8.829654
Defensive,8.463856
Defensive,8.55995
Defensive,8.548168
Defensive,8.024726
Defensive,8.0340745
Defensive,7.8912155
Defensive,6.933521
Defensive,7.21718
Defensive,7.3199435
Defensive,8.001612
Defensive,7.797609
Defensive,8.1093295
Defensive,7.420018
Defensive,7.118929
Defensive,6.3925935
Defensive,5.919765
Defensive,5.380006
Defensive,4.925235
Defensive,5.003881
Defensive,4.612256
Defensive,4.5794345
Defensive,4.630896
Defensive,4.8125525
Defensive,4.2627805
Defensive,3.4434665
Defensive,3.582167
Defensive,3.6928485
Defensive,4.2108025
Defensive,4.273927
Defensive,4.136908
Defensive,4.5400735
Defensive,4.859394
Defensive,4.3275565
Defensive,4.657959
Defensive,4.41244
Defensive,4.3088105
Defensive,3.896926
Defensive,3.6797715
Defensive,3.893559
Defensive,3.737985
Defensive,4.3042415
Defensive,4.400246
Defensive,4.539509
Defensive,4.404344
Defensive,3.7345285
Defensive,3.737173
Defensive,4.053362
Defensive,3.150176
Defensive,2.928146
Defensive,3.442433
Defensive,3.4466775
Defensive,2.7966795
Defensive,2.853817
Defensive,2.7094165
Defensive,2.5050075
Defensive,2.368618
Defensive,3.7455995
Defensive,3.728233
Defensive,3.1633
Defensive,3.446251
Defensive,2.7062375
Defensive,2.7839615
Defensive,2.3943595
Defensive,2.6492465
Defensive,2.787352
Defensive,2.6129875
Defensive,2.8563475
Defensive,2.871102
Defensive,3.0738935
Defensive,2.9002005
Defensive,2.412656
Defensive,2.288558
Defensive,0.7204465
Defensive,0.463744
Defensive,1.194163
Defensive,1.2173205
Defensive,0.9101975
Defensive,0.5429295
Defensive,0.190555
Defensive,0.637464
Defensive,0.549308
Defensive,0.383238
Defensive,0.18401
Defensive,0.573957
Defensive,1.098404
Defensive,0.4046515
Defensive,0.3425505
Defensive,0.386011
Defensive,0.784288
Defensive,0.5469195
Defensive,0.7030205
Defensive,0.4944525
Defensive,0.1202265
Defensive,-1.259152
Defensive,-1.3245125
Defensive,-2.013242
Defensive,-1.6361955
Defensive,-2.1439585
Defensive,-2.141744
Defensive,-1.8279025
Defensive,-1.5408985
Defensive,-1.7933465
Defensive,-1.708511
Defensive,-1.747581
Defensive,-1.807159
Defensive,-1.951842
Defensive,-2.312846
Defensive,-1.8133665
Defensive,-2.294158
Defensive,-2.546399
Defensive,-2.6335305
Defensive,-2.916987
Defensive,-2.6019745
Defensive,-1.966535
Defensive,-1.7318635
Defensive,-2.5678545
Defensive,-2.6721425
Defensive,-2.708438
Defensive,-2.781937
Defensive,-2.645861
Defensive,-2.888999
Defensive,-3.840934
Defensive,-3.6181685
Defensive,-3.680399
Defensive,-4.350206
Defensive,-4.135461
Defensive,-4.0503365
Defensive,-4.2696685
Defensive,-5.3800455
Defensive,-5.099929
Defensive,-4.9354355
Defensive,-4.1994245
Defensive,-4.209234
Defensive,-4.031462
Defensive,-4.7008655
Defensive,-4.5459545
Defensive,-4.8613525
Defensive,-5.087632
Defensive,-5.3041075
Defensive,-5.2075495
Defensive,-4.7426095
Defensive,-4.259831
Defensive,-4.3870315
Defensive,-4.509019
Defensive,-4.731887
Defensive,-4.2366295
Defensive,-4.162731
Defensive,-4.594262
Defensive,-4.851252
Defensive,-5.1140975
Defensive,-5.2518165
Defensive,-5.1675195
Defensive,-5.116977
Defensive,-5.618954
Defensive,-5.265209
Defensive,-5.3582615
Defensive,-5.627898
Defensive,-5.3418065
Defensive,-4.7390095
Defensive,-4.0285595
Defensive,-3.5606035
Defensive,-3.625611
Defensive,-3.2392785
Defensive,-3.032756
Defensive,-2.861125
Defensive,-3.1519405
Defensive,-2.5067895
Defensive,-2.275371
Defensive,-2.543716
Defensive,-2.5514195
Defensive,-2.4758995
Defensive,-2.209835
Defensive,-2.25287
Defensive,-2.5185135
Defensive,-3.088019
Defensive,-3.6450375
Defensive,-3.463895
Defensive,-3.3958705
Defensive,-3.4079085
Defensive,-3.428494
Defensive,-3.4029635
Defensive,-3.4683105
Defensive,-3.639084
Defensive,-3.444129
Defensive,-3.6786415
Defensive,-3.2217865
Defensive,-3.6533645
Defensive,-3.6243095
Defensive,-3.432019
Defensive,-3.963755
Defensive,-3.9235355
Defensive,-3.3767605
Defensive,-3.380234
Defensive,-3.616439
Defensive,-3.5838155
Defensive,-3.9221595
Defensive,-3.989211
Defensive,-4.1880825
Defensive,-4.2510095
Defensive,-4.5588935
Defensive,-4.290775
Defensive,-4.6086555
Defensive,-4.858181
Defensive,-5.0059895
Defensive,-4.8199395
Defensive,-5.174613
Defensive,-4.093068
Defensive,-3.71368
Defensive,-3.5698385
Defensive,-4.3926595
Defensive,-4.241157
Defensive,-4.637291
Defensive,-4.275877
Defensive,-4.100982
Defensive,-3.9094995
Defensive,-3.8945025
Defensive,-3.782062
Defensive,-3.506087
Defensive,-4.2193705
Defensive,-3.4724205
Defensive,-3.4278185
Defensive,-4.4928285
Defensive,-4.476316
Defensive,-4.6183015
Defensive,-3.8299415
Defensive,-3.0448305
Defensive,-3.305746
Defensive,-4.008015
Defensive,-4.044592
Defensive,-3.5891735
Defensive,-3.685559
Defensive,-3.878668
Defensive,-3.640067
Defensive,-4.380549
Defensive,-4.2885325
Defensive,-4.1400755
Defensive,-3.8936865
Defensive,-3.23121
Defensive,-2.9102845
Defensive,-3.2633605
Defensive,-3.7100635
Defensive,-3.478982
Defensive,-3.1510235
Defensive,-2.91248
Defensive,-2.8202585
Defensive,-2.916796
Defensive,-3.6842055
Defensive,-3.921686
Defensive,-3.4661105
Defensive,-3.105746
Defensive,-3.0329745
Defensive,-2.7834565
Defensive,-2.105414
Defensive,-1.6297555
Defensive,-1.274566
Defensive,-0.74767
Defensive,-0.586036
Defensive,-0.8915765
Defensive,-0.9369235
Defensive,-0.26958
Defensive,-0.1901015
Defensive,-0.146133
Defensive,-0.4822505
Defensive,-0.905271
Defensive,-0.381722
Defensive,0.098833
Defensive,0.0140745
Defensive,0.338762
Defensive,0.141189
Defensive,-0.0019965
Defensive,-0.0751325
Defensive,-0.1291855
Defensive,-0.1783245
Defensive,-0.0355565
Defensive,0.4533815
Defensive,0.227097
Defensive,-0.04451
Defensive,-0.329936
Defensive,-0.1196965
Defensive,0.0010085
Defensive,-0.380516
Defensive,-0.690887
Defensive,-0.7613795
Defensive,-1.6036275
Defensive,-2.3013665
Defensive,-2.3130085
Defensive,-2.634102
Defensive,-2.263095
Defensive,-1.869902
Defensive,-1.6879215
Defensive,-2.0220745
Defensive,-1.9953855
Defensive,-1.6243985
Defensive,-1.661726
Defensive,-1.702527
Defensive,-1.761976
Defensive,-1.402627
Defensive,-1.2342945
Defensive,-1.163774
Defensive,-1.3023035
Defensive,-1.630629
Defensive,-1.955432
Defensive,-2.1567415
Defensive,-1.455613
Defensive,-1.7225745
Defensive,-1.4858225
Defensive,-1.3764355
Defensive,-1.35346
Defensive,-1.941093
Defensive,-1.653179
Defensive,-1.598241
Defensive,-0.820037
Defensive,-0.8574915
Defensive,-0.841281
Defensive,-0.3328995
Defensive,-0.141861
Defensive,-0.0181645
Defensive,0.440823
Defensive,0.7616365
Defensive,0.362722
Defensive,0.388213
Defensive,0.265648
Defensive,0.089799
Defensive,-0.132171
Defensive,-0.4505615
Defensive,-0.1811025
Defensive,0.239247
Defensive,-0.4017505
Defensive,-0.3496595
Defensive,-0.0654185
Defensive,-0.005501
Defensive,-0.0167325
Defensive,0.433432
Defensive,-0.069806
Defensive,0.088594
Defensive,0.409294
Defensive,1.0198805
Defensive,1.453266
Defensive,2.7103495
Defensive,2.9502225
Defensive,3.426449
Defensive,3.4869755
Defensive,3.7744225
Defensive,3.642295
Defensive,3.433902
Defensive,3.028143
Defensive,3.514221
Defensive,4.174341
Defensive,4.908788
Defensive,4.694026
Defensive,4.693189
Defensive,5.423852
Defensive,5.4845475
Defensive,6.574217
Defensive,7.5936615
Defensive,7.783674
Defensive,6.651753
Defensive,6.1521325
Defensive,6.061788
Defensive,6.294108
Defensive,6.3998525
Defensive,7.6137455
Defensive,7.9316595
Defensive,7.76022
Defensive,8.0147855
Defensive,8.2490365
Defensive,7.704368
Defensive,7.5484835
Defensive,9.16496
Defensive,8.531137
Defensive,8.889156
Defensive,9.017484
Defensive,10.8735995
Defensive,10.068511
Defensive,10.1195855
Defensive,8.837608
Defensive,8.9944395
Defensive,8.9924495
Defensive,9.198609
Defensive,8.2007515
Defensive,7.0975585
Defensive,7.3099175
Defensive,7.253371
Defensive,6.1484295
Defensive,5.4969675
Defensive,4.94611
Defensive,5.968652
Defensive,6.557459
Defensive,6.93428
Defensive,7.014708
Defensive,6.9385185
Defensive,6.4862505
Defensive,7.0838125
Defensive,8.292676
Defensive,8.568005
Defensive,8.1915845
Defensive,7.9118645
Defensive,8.3788315
Defensive,8.6856155
Defensive,8.091742
Defensive,9.0817315
Defensive,9.6417165
Defensive,9.161867
Defensive,9.09582
Defensive,8.3283705
Defensive,5.7125305
Defensive,5.1007745
Defensive,4.323036
Defensive,4.7534165
Defensive,6.474085
Defensive,5.7841895
Defensive,5.3331235
Defensive,5.551721
Defensive,5.953237
Defensive,6.274113
Defensive,6.681628
Defensive,5.874346
Defensive,6.2952675
Defensive,6.8405765
Defensive,7.0536095
Defensive,7.277721
Defensive,6.335546
Defensive,6.1404525
Defensive,5.457978
Defensive,6.56111
Defensive,6.9706165
Defensive,8.2144395
Defensive,8.6548785
Defensive,8.429512
Defensive,7.0631565
Defensive,7.519219
Defensive,7.409378
Defensive,7.628014
Defensive,7.936638
Defensive,7.158177
Defensive,7.492446
Defensive,7.216836
Defensive,7.0575825
Defensive,7.376159
Defensive,7.7775775
Defensive,7.7273515
Defensive,8.5281725
Defensive,8.278548
Defensive,8.6209
Defensive,9.4716345
Defensive,9.6460495
Defensive,11.0637425
Defensive,11.5455505
Defensive,12.287451
Defensive,12.571435
Defensive,11.6386485
Defensive,12.008014
Defensive,11.9541075
Defensive,11.420784
Defensive,11.4218295
Defensive,11.6824275
Defensive,11.2404595
Defensive,11.2844125
Defensive,11.605613
Defensive,11.753595
Defensive,11.9872595
Defensive,11.7171985
Defensive,13.8498365
Defensive,13.688455
Defensive,13.8331715
Defensive,13.816674
Defensive,14.161554
Defensive,14.465161
Defensive,13.3340575
Defensive,11.896593
Defensive,13.469444
Defensive,12.999009
Defensive,14.154652
Defensive,12.0225365
Defensive,13.006854
Defensive,12.81446
Defensive,12.6784025
Defensive,13.572762
Defensive,13.786686
Defensive,13.2428595
Defensive,12.4246175
Defensive,12.0154745
Defensive,12.4938315
Defensive,13.0777145
Defensive,13.460153
Defensive,12.863155
Defensive,12.7988525
Defensive,12.670782
Defensive,13.452467
Defensive,13.382196
Defensive,14.2830945
Defensive,13.3336905
Defensive,13.0952495
Defensive,13.4279715
Defensive,12.250563
Defensive,11.8784895
Defensive,12.2227695
Defensive,11.698769
Defensive,11.241375
Defensive,11.1029635
Defensive,11.8030765
Defensive,12.035581
Defensive,11.7625255
Defensive,11.5245145
Defensive,10.8869305
Defensive,10.3714845
Defensive,10.8970005
Defensive,10.4405915
Defensive,10.4289515
Defensive,9.7234105
Defensive,9.8509755
Defensive,10.2808675
Defensive,12.0308985
Defensive,11.926017
Defensive,11.6539415
Defensive,11.592545
Defensive,11.1228715
Defensive,10.582129
Defensive,10.890534
Defensive,11.181226
Defensive,11.9413935
Defensive,11.6411175
Defensive,11.3000095
Defensive,11.3100605
Defensive,12.0477795
Defensive,11.658255
Defensive,12.9292765
Defensive,13.8730045
Defensive,13.555903
Defensive,13.241269
Defensive,12.8252115
Defensive,12.5616015
Defensive,11.962768
Defensive,11.041795
Defensive,11.5334895
Defensive,11.4480765
Defensive,11.5539705
Defensive,11.520192
Defensive,11.842968
Defensive,12.463406
Defensive,13.033
Defensive,12.45711
Defensive,12.3507325
Defensive,12.9002395
Defensive,13.0209025
Defensive,13.2135055
Defensive,13.173287
Defensive,13.9552615
Defensive,13.518859
Defensive,13.466377
Defensive,13.7822255
Defensive,14.3949265
Defensive,14.3089265
Defensive,15.241187
Defensive,15.310434
Defensive,15.7581945
Defensive,15.397839
Defensive,14.8331435
Defensive,14.872703
Defensive,14.5699845
Defensive,13.8273505
Defensive,13.550097
Defensive,13.364724
Defensive,13.3227595
Defensive,13.0549525
Defensive,12.943637
Defensive,13.024473
Defensive,13.6706035
Defensive,13.9740795
Defensive,14.137341
Defensive,14.870334
Defensive,15.3396615
Defensive,15.1418225
Defensive,16.0710345
Defensive,15.888036
Defensive,15.8129745
Defensive,15.71093
Defensive,15.8599765
Defensive,15.254127
Defensive,15.872993
Defensive,15.2960325
Defensive,14.8855125
Defensive,14.137786
Defensive,14.346079
Defensive,14.765451
Defensive,13.6184145
Defensive,12.9529155
Defensive,13.03751
Defensive,12.6152775
Defensive,12.443624
Defensive,13.60443
Defensive,13.887371
Defensive,13.3854155
Defensive,12.443225
Defensive,12.2282185
Defensive,12.2607255
Defensive,11.857348
Defensive,12.132757
Defensive,12.065362
Defensive,11.588602
Defensive,11.6135925
Defensive,10.939288
Defensive,10.4525305
Defensive,10.950286
Defensive,11.649844
Defensive,11.4383275
Defensive,11.5006495
Defensive,11.2885925
Defensive,10.528818
Defensive,9.9545465
Defensive,10.194522
Defensive,10.0267735
Defensive,9.9803285
Defensive,10.6181385
Defensive,10.960342
Defensive,9.961344
Defensive,10.6376235
Defensive,10.508535
Defensive,10.399439
Defensive,10.207529
Defensive,10.39689
Defensive,10.3559355
Defensive,10.9894045
Defensive,10.752788
Defensive,10.681639
Defensive,11.5527015
Defensive,12.1808245
Defensive,13.2220725
Defensive,12.939742
Defensive,13.2550325
Defensive,14.2124675
Defensive,14.39288
Defensive,15.318935
Defensive,14.079145
Defensive,14.113955
Defensive,13.898115
Defensive,13.658285
Defensive,13.453835
Defensive,14.01553
Defensive,13.78714
Defensive,13.085695
Defensive,13.447735
Defensive,13.846305
Defensive,13.985555
Defensive,14.36574
Defensive,14.609625
Defensive,16.26238
Defensive,15.720155
Defensive,14.886595
Defensive,15.18491
Defensive,14.9905
Defensive,15.079655
Defensive,17.23853
Defensive,18.89722
Defensive,20.765435
Defensive,18.02439
Defensive,17.952505
Defensive,18.18617
Defensive,18.27315
Defensive,18.414915
Defensive,18.7397
Defensive,18.63212
Defensive,18.79103
Defensive,19.12539
Defensive,19.39724
Defensive,18.963935
Defensive,18.559105
Defensive,18.93689
Defensive,20.013475
Defensive,18.608505
Defensive,18.56533
Defensive,17.13483
Defensive,15.99402
Defensive,16.91965
Defensive,18.605745
Defensive,17.92109
Defensive,17.692935
Defensive,17.841695
Defensive,18.046965
Defensive,17.856615
Defensive,17.396305
Defensive,16.48667
Defensive,16.531185
Defensive,15.838265
Defensive,16.206035
Defensive,16.650545
Defensive,16.052925
Defensive,16.38275
Defensive,16.593685
Defensive,15.773315
Defensive,15.663635
Defensive,15.44992
Defensive,15.01703
Defensive,15.0193
Defensive,16.155995
Defensive,16.027585
Defensive,15.92222
Defensive,16.44504
Defensive,16.937245
Defensive,16.612495
Defensive,16.637775
Defensive,16.73334
Defensive,16.5895
Defensive,16.00303
Defensive,15.765025
Defensive,15.811305
Defensive,16.252795
Defensive,15.77447
Defensive,15.295365
Defensive,15.1975
Defensive,15.74899
Defensive,15.517295
Defensive,15.4177
Defensive,16.231505
Defensive,16.22215
Defensive,15.9945
Defensive,16.476555
Defensive,16.375335
Defensive,16.47107
Defensive,15.79404
Defensive,15.477265
Defensive,15.49776
Defensive,14.99844
Defensive,15.238745
Defensive,15.569115
Defensive,15.36742
Defensive,15.683315
Defensive,15.234565
Very Aggressive,20.16115
Very Aggressive,19.40858
Very Aggressive,18.34152
Very Aggressive,18.68249
Very Aggressive,18.67994
Very Aggressive,17.20503
Very Aggressive,17.30247
Very Aggressive,16.86389
Very Aggressive,14.17955
Very Aggressive,15.01091
Very Aggressive,15.31795
Very Aggressive,17.27089
Very Aggressive,16.69282
Very Aggressive,17.60074
Very Aggressive,15.60663
Very Aggressive,14.75091
Very Aggressive,12.66381
Very Aggressive,11.33696
Very Aggressive,9.80675
Very Aggressive,8.49608
Very Aggressive,8.73551
Very Aggressive,7.65772
Very Aggressive,7.43
Very Aggressive,7.5452
Very Aggressive,8.08297
Very Aggressive,6.53998
Very Aggressive,4.21458
Very Aggressive,4.63573
Very Aggressive,4.93206
Very Aggressive,6.36876
Very Aggressive,6.50241
Very Aggressive,6.10538
Very Aggressive,7.24465
Very Aggressive,8.11143
Very Aggressive,6.56877
Very Aggressive,7.50327
Very Aggressive,6.81243
Very Aggressive,6.50172
Very Aggressive,5.31864
Very Aggressive,4.69871
Very Aggressive,5.29159
Very Aggressive,4.85315
Very Aggressive,6.50111
Very Aggressive,6.77973
Very Aggressive,7.19374
Very Aggressive,6.80502
Very Aggressive,4.88605
Very Aggressive,4.90585
Very Aggressive,5.78105
Very Aggressive,3.20693
Very Aggressive,2.59158
Very Aggressive,4.10527
Very Aggressive,4.13734
Very Aggressive,2.18836
Very Aggressive,2.24072
Very Aggressive,1.84491
Very Aggressive,1.39264
Very Aggressive,1.02275
Very Aggressive,4.92003
Very Aggressive,4.9118
Very Aggressive,3.31179
Very Aggressive,4.10429
Very Aggressive,2.01361
Very Aggressive,2.23577
Very Aggressive,1.10219
Very Aggressive,1.84856
Very Aggressive,2.22202
Very Aggressive,1.67521
Very Aggressive,2.35741
Very Aggressive,2.35072
Very Aggressive,2.89894
Very Aggressive,2.39535
Very Aggressive,1.03281
Very Aggressive,0.67931
Very Aggressive,-3.75446
Very Aggressive,-4.3445
Very Aggressive,-2.26204
Very Aggressive,-2.19059
Very Aggressive,-3.08774
Very Aggressive,-4.13174
Very Aggressive,-5.15557
Very Aggressive,-3.88956
Very Aggressive,-4.17618
Very Aggressive,-4.68017
Very Aggressive,-5.24488
Very Aggressive,-4.13202
Very Aggressive,-2.66322
Very Aggressive,-4.63711
Very Aggressive,-4.82062
Very Aggressive,-4.70543
Very Aggressive,-3.56863
Very Aggressive,-4.26118
Very Aggressive,-3.84691
Very Aggressive,-4.46014
Very Aggressive,-5.54871
Very Aggressive,-9.52267
Very Aggressive,-9.74038
Very Aggressive,-11.70059
Very Aggressive,-10.6479
Very Aggressive,-12.12886
Very Aggressive,-12.12682
Very Aggressive,-11.24636
Very Aggressive,-10.4314
Very Aggressive,-11.1492
Very Aggressive,-10.89966
Very Aggressive,-10.99276
Very Aggressive,-11.15403
Very Aggressive,-11.55126
Very Aggressive,-12.55211
Very Aggressive,-11.06998
Very Aggressive,-12.43668
Very Aggressive,-13.16609
Very Aggressive,-13.41583
Very Aggressive,-14.21294
Very Aggressive,-13.30313
Very Aggressive,-11.51738
Very Aggressive,-10.87362
Very Aggressive,-13.22042
Very Aggressive,-13.49026
Very Aggressive,-13.58808
Very Aggressive,-13.79752
Very Aggressive,-13.39823
Very Aggressive,-14.11058
Very Aggressive,-16.81514
Very Aggressive,-16.18586
Very Aggressive,-16.41293
Very Aggressive,-18.32641
Very Aggressive,-17.70501
Very Aggressive,-17.44938
Very Aggressive,-18.00929
Very Aggressive,-21.10867
Very Aggressive,-20.28082
Very Aggressive,-19.83348
Very Aggressive,-17.68832
Very Aggressive,-17.71292
Very Aggressive,-17.19507
Very Aggressive,-19.08952
Very Aggressive,-18.6518
Very Aggressive,-19.54511
Very Aggressive,-20.09107
Very Aggressive,-20.69657
Very Aggressive,-20.364
Very Aggressive,-19.01847
Very Aggressive,-17.675
Very Aggressive,-18.04404
Very Aggressive,-18.40661
Very Aggressive,-19.05531
Very Aggressive,-17.68663
Very Aggressive,-17.46849
Very Aggressive,-18.67229
Very Aggressive,-19.39174
Very Aggressive,-20.09488
Very Aggressive,-20.47722
Very Aggressive,-20.21656
Very Aggressive,-20.03433
Very Aggressive,-21.49026
Very Aggressive,-20.41487
Very Aggressive,-20.70001
Very Aggressive,-21.4837
Very Aggressive,-20.65147
Very Aggressive,-18.95196
Very Aggressive,-16.87964
Very Aggressive,-15.53338
Very Aggressive,-15.72103
Very Aggressive,-14.56463
Very Aggressive,-13.96481
Very Aggressive,-13.46582
Very Aggressive,-14.25776
Very Aggressive,-12.38196
Very Aggressive,-11.68867
Very Aggressive,-12.44426
Very Aggressive,-12.45351
Very Aggressive,-12.2824
Very Aggressive,-11.53914
Very Aggressive,-11.64687
Very Aggressive,-12.3901
Very Aggressive,-13.99694
Very Aggressive,-15.58643
Very Aggressive,-14.98521
Very Aggressive,-14.78242
Very Aggressive,-14.72372
Very Aggressive,-14.79815
Very Aggressive,-14.69291
Very Aggressive,-14.86522
Very Aggressive,-15.36183
Very Aggressive,-14.76353
Very Aggressive,-15.41784
Very Aggressive,-14.13344
Very Aggressive,-15.32361
Very Aggressive,-15.22638
Very Aggressive,-14.62628
Very Aggressive,-16.10357
Very Aggressive,-15.99031
Very Aggressive,-14.41006
Very Aggressive,-14.45923
Very Aggressive,-15.13918
Very Aggressive,-15.03903
Very Aggressive,-15.9566
Very Aggressive,-16.10714
Very Aggressive,-16.68936
Very Aggressive,-16.85955
Very Aggressive,-17.70441
Very Aggressive,-16.94113
Very Aggressive,-17.85072
Very Aggressive,-18.52291
Very Aggressive,-18.94535
Very Aggressive,-18.37373
Very Aggressive,-19.42999
Very Aggressive,-16.33421
Very Aggressive,-15.28551
Very Aggressive,-14.90229
Very Aggressive,-17.24975
Very Aggressive,-16.82923
Very Aggressive,-17.97375
Very Aggressive,-16.95566
Very Aggressive,-16.47317
Very Aggressive,-15.95265
Very Aggressive,-15.87646
Very Aggressive,-15.50065
Very Aggressive,-14.5903
Very Aggressive,-16.61326
Very Aggressive,-14.43523
Very Aggressive,-14.32056
Very Aggressive,-17.37692
Very Aggressive,-17.32511
Very Aggressive,-17.75492
Very Aggressive,-15.53695
Very Aggressive,-13.36463
Very Aggressive,-14.18907
Very Aggressive,-16.19382
Very Aggressive,-16.3701
Very Aggressive,-15.03605
Very Aggressive,-15.32294
Very Aggressive,-15.83243
Very Aggressive,-15.15948
Very Aggressive,-17.25293
Very Aggressive,-17.00821
Very Aggressive,-16.6121
Very Aggressive,-15.95087
Very Aggressive,-14.03319
Very Aggressive,-13.11733
Very Aggressive,-14.1159
Very Aggressive,-15.39033
Very Aggressive,-14.74783
Very Aggressive,-13.86228
Very Aggressive,-13.22457
Very Aggressive,-13.01671
Very Aggressive,-13.28839
Very Aggressive,-15.49011
Very Aggressive,-16.17731
Very Aggressive,-14.86981
Very Aggressive,-13.83352
Very Aggressive,-13.6265
Very Aggressive,-12.89962
Very Aggressive,-10.94401
Very Aggressive,-9.54455
Very Aggressive,-8.49515
Very Aggressive,-6.97801
Very Aggressive,-6.52982
Very Aggressive,-7.36885
Very Aggressive,-7.54584
Very Aggressive,-5.64552
Very Aggressive,-5.41605
Very Aggressive,-5.31259
Very Aggressive,-6.26687
Very Aggressive,-7.51315
Very Aggressive,-5.8378
Very Aggressive,-4.46491
Very Aggressive,-4.66564
Very Aggressive,-3.73449
Very Aggressive,-4.35807
Very Aggressive,-4.77549
Very Aggressive,-4.97151
Very Aggressive,-5.15118
Very Aggressive,-5.26847
Very Aggressive,-4.84168
Very Aggressive,-3.3951
Very Aggressive,-3.97219
Very Aggressive,-4.72993
Very Aggressive,-5.53736
Very Aggressive,-4.93371
Very Aggressive,-4.5638
Very Aggressive,-5.65841
Very Aggressive,-6.56136
Very Aggressive,-6.74456
Very Aggressive,-9.14846
Very Aggressive,-11.10368
Very Aggressive,-11.14899
Very Aggressive,-12.02947
Very Aggressive,-10.97405
